time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-06-16T08:22:07.128Z,61.9126,-149.6303,32.7,1.4,ml,,,,0.5,ak,ak0237obn5m0,2023-06-16T08:23:31.636Z,"28 km NW of Fishhook, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-16T08:21:17.080Z,37.7161667,-111.2408333,12.69,2.24,ml,22,112,0.453,0.18,uu,uu60542301,2023-06-16T14:40:28.280Z,"Utah",earthquake,0.52,1.92,0.207,14,reviewed,uu,uu
2023-06-16T08:15:44.320Z,38.7988319,-122.8153305,3.65,1.08,md,23,68,0.01421,0.05,nc,nc73901676,2023-06-16T09:49:12.167Z,"6km WNW of The Geysers, CA",earthquake,0.3,0.63,0.11,20,automatic,nc,nc
2023-06-16T08:11:34.539Z,-23.5698,-175.8816,22.034,6,mww,112,43,2.47,0.56,us,us7000k8vq,2023-06-17T08:19:54.551Z,"Tonga region",earthquake,7.63,4.071,0.075,17,reviewed,us,us
2023-06-16T08:06:21.700Z,33.2198333,-116.7486667,8.96,0.42,ml,27,54,0.01819,0.14,ci,ci40487032,2023-06-16T18:14:11.412Z,"3km SSE of Lake Henshaw, CA",earthquake,0.2,0.55,0.109,9,reviewed,ci,ci
2023-06-16T08:00:48.799Z,64.4484,-163.7036,14.5,3.3,ml,,,,0.94,ak,ak0237obij2n,2023-06-16T08:15:12.040Z,"northern Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-16T07:54:45.680Z,36.3618333,-120.9381667,6.16,2.26,md,57,59,0.04345,0.2,nc,nc73901671,2023-06-16T22:07:14.631Z,"24km NE of King City, CA",earthquake,0.21,0.85,0.153,51,reviewed,nc,nc
2023-06-16T07:47:38.092Z,65.1385,-165.348,9.2,3.1,ml,,,,0.92,ak,ak0237ob75ap,2023-06-16T08:09:13.040Z,"49 km ESE of Teller, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-16T07:27:18.230Z,34.458,-117.9595,9.05,1.56,ml,42,34,0.009648,0.13,ci,ci40487016,2023-06-16T18:06:12.550Z,"7km SW of Pearblossom, CA",earthquake,0.14,0.29,0.145,26,reviewed,ci,ci
2023-06-16T07:25:06.430Z,38.8391685,-122.8108368,2.14,0.27,md,8,122,0.01576,0.01,nc,nc73901666,2023-06-16T09:05:16.022Z,"8km WNW of Cobb, CA",earthquake,0.45,1.34,0.16,8,automatic,nc,nc
2023-06-16T07:23:29.956Z,64.4203,-163.6382,14.2,4.2,ml,,,,0.56,ak,ak0237ob1zi0,2023-06-17T13:13:19.040Z,"31 km SSW of White Mountain, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-16T07:18:47.711Z,8.3821,-84.2025,10,4.1,mb,26,150,0.874,1.09,us,us7000k8vj,2023-06-16T14:08:19.390Z,"98 km SW of Puerto Cortés, Costa Rica",earthquake,6.79,1.977,0.262,4,reviewed,us,us
2023-06-16T07:11:48.539Z,59.2901,-155.3586,4.5,1.8,ml,,,,0.59,ak,ak0237oazgbp,2023-06-16T07:14:45.226Z,"30 km E of Igiugig, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-16T07:04:13.434Z,55.3289,-156.7338,9.5,4.6,ml,,,,0.55,ak,ak0237oaxvrl,2023-06-16T07:19:57.040Z,"150 km SE of Chignik, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2023-06-16T06:57:18.030Z,61.2216666666667,-152.319666666667,18.05,-0.12,ml,5,198,,0.16,av,av91927176,2023-06-16T15:33:40.890Z,"65 km WNW of Tyonek, Alaska",earthquake,2.91,2.82,0.412396552737362,5,reviewed,av,av
2023-06-16T06:56:30.190Z,47.71033333333333,-120.08333333333333,3.94,1.01,ml,15,55,0.06619,0.08,uw,uw61933566,2023-06-16T16:56:22.280Z,"7 km N of Waterville, Washington",earthquake,0.27,0.8,0.2324532513073294,14,reviewed,uw,uw
2023-06-16T06:54:45.634Z,52.241,-174.3119,145.8,2.3,ml,,,,0.4,ak,ak0237oancti,2023-06-16T15:00:54.944Z,"9 km WNW of Atka, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-06-16T06:53:59.210Z,38.8346667,-122.8743333,2.95,1.26,md,41,62,0.006944,0.05,nc,nc73901661,2023-06-16T21:10:14.308Z,"12km WNW of The Geysers, CA",earthquake,0.19,0.27,0.151,35,reviewed,nc,nc
2023-06-16T06:41:05.970Z,31.61060266,-103.9825257,6.74855957,2.3,ml,20,58,0.03143581077,0.1,tx,tx2023lrut,2023-06-16T19:21:40.635Z,"37 km NNW of Toyah, Texas",earthquake,0.7252889328,0.8242859922,0,6,reviewed,tx,tx
2023-06-16T06:31:18.022Z,63.391,-149.4337,0,1.9,ml,,,,0.82,ak,ak0237oai8oq,2023-06-16T06:33:41.083Z,"24 km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-16T06:26:43.932Z,31.61291461,-103.9782325,6.697143555000001,2.5,ml,15,56,0.03441551944,0.1,tx,tx2023lruh,2023-06-16T18:54:04.664Z,"37 km WSW of Mentone, Texas",earthquake,0.8369653871,1.188085732,0,7,reviewed,tx,tx
2023-06-16T06:24:47.333Z,31.6115428,-103.9760745,6.697143555000001,2.2,ml,20,56,0.00622891683,0.1,tx,tx2023lrug,2023-06-16T18:32:01.536Z,"37 km NNW of Toyah, Texas",earthquake,0.8349839206,0.828233346,0,7,reviewed,tx,tx
2023-06-16T06:13:00.910Z,44.3298333333333,-116.178666666667,3.39,2.61,ml,19,88,0.2981,0.28,mb,mb90018468,2023-06-16T14:26:47.070Z,"7 km WNW of Smiths Ferry, Idaho",earthquake,0.41,1.82,0.215415201510962,31,reviewed,mb,mb
2023-06-16T05:56:56.870Z,39.7136667,-110.6845,-1.91,1.59,ml,12,89,0.04772,0.08,uu,uu60542296,2023-06-16T15:18:30.420Z,"10 km ENE of Kenilworth, Utah",earthquake,0.54,0.42,0.111,4,reviewed,uu,uu
2023-06-16T05:56:43.387Z,62.2616,-152.261,122.9,1.8,ml,,,,0.59,ak,ak0237oa27xv,2023-06-16T06:00:09.779Z,"54 km WNW of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-06-16T05:38:04.770Z,19.6496,-65.734,49,3.8,md,7,297,1.3854,0.31,pr,pr2023167000,2023-06-16T12:07:15.363Z,"135 km N of Suárez, Puerto Rico",earthquake,4.03,18.52,0.13,3,reviewed,pr,pr
2023-06-16T05:14:28.643Z,17.6049,-95.4396,103.89,4.2,mb,21,146,2.983,0.57,us,us7000k8uy,2023-06-17T04:33:43.155Z,"4 km S of Nuevo Ixcatlán, Mexico",earthquake,14.21,21.325,0.082,41,reviewed,us,us
2023-06-16T05:10:21.060Z,38.8273315,-122.8151703,2.12,0.63,md,9,76,0.005594,0.01,nc,nc73901651,2023-06-16T05:25:13.730Z,"8km NW of The Geysers, CA",earthquake,0.37,0.93,0.29,11,automatic,nc,nc
2023-06-16T04:53:52.070Z,38.8110008,-122.8223343,2.23,1.07,md,13,59,0.005755,0.03,nc,nc73901646,2023-06-16T07:49:12.441Z,"7km WNW of The Geysers, CA",earthquake,0.34,0.5,0.21,14,automatic,nc,nc
2023-06-16T04:52:13.120Z,35.5743333333333,-82.8496666666667,0.16,2.05,md,13,116,0.0996,0.24,se,se60500848,2023-06-16T13:03:35.707Z,"4 km N of West Canton, North Carolina",earthquake,0.72,2.98,0.0750374753586955,11,reviewed,se,se
2023-06-16T04:50:47.180Z,17.9435,-66.3931666666667,5.42,2.22,md,13,188,0.22,0.09,pr,pr71413593,2023-06-16T05:08:18.160Z,"Puerto Rico region",earthquake,0.34,0.3,0.172759252560735,8,reviewed,pr,pr
2023-06-16T04:46:11.403Z,24.7503,92.0418,10,5,mb,63,71,6.234,1.01,us,us7000k8uw,2023-06-18T05:43:37.007Z,"23 km SE of Sylhet, Bangladesh",earthquake,8.43,1.87,0.067,70,reviewed,us,us
2023-06-16T04:45:25.200Z,51.863,-177.941166666667,5.59,0.69,ml,4,158,,0.12,av,av91927081,2023-06-16T15:10:39.630Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,0.5,1.41,0.176653649435387,4,reviewed,av,av
2023-06-16T04:43:08.560Z,37.6235,-118.8665,4.3,0.74,md,11,116,0.005309,0.05,nc,nc73901641,2023-06-16T18:40:16.408Z,"10km E of Mammoth Lakes, CA",earthquake,0.45,0.67,0.189,11,reviewed,nc,nc
2023-06-16T03:58:29.230Z,34.03,-116.7453333,15.86,1.4,ml,58,36,0.05211,0.13,ci,ci40486992,2023-06-16T17:58:00.370Z,"13km NNE of Cabazon, CA",earthquake,0.13,0.31,0.198,29,reviewed,ci,ci
2023-06-16T03:48:03.740Z,53.8723333333333,-166.653833333333,4.38,0.81,md,5,231,,0.19,av,av91927056,2023-06-16T15:06:03.420Z,"7 km WSW of Dutch Harbor, Alaska",earthquake,0.99,0.97,0.153448624458663,4,reviewed,av,av
2023-06-16T03:46:21.840Z,38.8261681,-122.8063354,1.97,0.77,md,8,109,0.004024,0.01,nc,nc73901636,2023-06-16T04:12:15.121Z,"7km NW of The Geysers, CA",earthquake,0.38,1.05,0.16,9,automatic,nc,nc
2023-06-16T03:42:16.120Z,38.7566667,-122.7231667,2.04,1.03,md,38,61,0.005094,0.06,nc,nc73901631,2023-06-16T20:43:16.170Z,"3km SW of Anderson Springs, CA",earthquake,0.21,0.23,0.125,29,reviewed,nc,nc
2023-06-16T03:37:01.330Z,58.1706666666667,-155.333666666667,1.95,0.82,ml,7,253,,0.08,av,av91927051,2023-06-16T15:02:55.510Z,"84 km NW of Karluk, Alaska",earthquake,0.74,0.66,0.317285720037529,7,reviewed,av,av
2023-06-16T03:32:12.310Z,45.4365,-111.804,5.01,0.03,ml,5,183,0.2019,0.03,mb,mb90018493,2023-06-16T16:42:16.690Z,"11 km NNW of Ennis, Montana",earthquake,0.52,6.12,0.431153857153602,2,reviewed,mb,mb
2023-06-16T03:30:56.695Z,58.1942,-155.2558,0,1.6,ml,,,,0.75,ak,ak0237o8pt4w,2023-06-16T14:58:43.380Z,"84 km NW of Karluk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-06-16T03:28:03.400Z,36.061,-91.1558333333333,17.27,2.04,md,8,191,0.009103,0.12,nm,nm60500843,2023-06-16T12:39:20.780Z,"4 km SW of Powhatan, Arkansas",earthquake,0.81,0.45,0.164903035486299,8,reviewed,nm,nm
2023-06-16T03:27:13.270Z,53.8805,-166.654333333333,4.45,0.32,ml,5,228,,0.14,av,av91927026,2023-06-16T14:55:07.350Z,"7 km W of Dutch Harbor, Alaska",earthquake,0.6,0.61,0.283737357393738,5,reviewed,av,av
2023-06-16T03:23:57.390Z,52.026,178.372,0.02,0.32,ml,4,347,,0.24,av,av91927021,2023-06-16T06:53:43.050Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,3.87,31.61,0.278524227154455,4,reviewed,av,av
2023-06-16T03:20:20.080Z,53.8805,-166.630333333333,6.77,1.39,ml,13,159,,0.22,av,av91927016,2023-06-16T06:42:32.860Z,"5 km W of Dutch Harbor, Alaska",earthquake,0.72,0.59,0.375464654870906,13,reviewed,av,av
2023-06-16T02:56:05.970Z,38.8166656,-122.8144989,2.69,0.99,md,16,78,0.007557,0.05,nc,nc73901621,2023-06-16T03:36:11.877Z,"7km NW of The Geysers, CA",earthquake,0.32,0.71,0.22,17,automatic,nc,nc
2023-06-16T02:47:49.000Z,38.8354988,-122.8123322,1.86,0.46,md,10,87,0.01221,0.06,nc,nc73901616,2023-06-16T05:25:13.609Z,"8km W of Cobb, CA",earthquake,0.47,1.64,0.33,10,automatic,nc,nc
2023-06-16T02:39:23.151Z,-5.4998,147.2033,177.866,4.5,mb,26,79,3.88,1.35,us,us7000k8uq,2023-06-16T21:29:24.040Z,"136 km NNW of Finschhafen, Papua New Guinea",earthquake,10.67,6.466,0.128,18,reviewed,us,us
2023-06-16T02:38:29.580Z,35.8256667,-120.3748333,6.06,0.64,md,20,131,0.01774,0.04,nc,nc73901611,2023-06-16T18:55:14.507Z,"10km SSE of Parkfield, CA",earthquake,0.5,0.34,0.066,7,reviewed,nc,nc
2023-06-16T02:35:58.200Z,38.8455009,-122.8171692,1.63,0.92,md,18,62,0.01034,0.02,nc,nc73901606,2023-06-16T04:59:17.462Z,"9km WNW of Cobb, CA",earthquake,0.22,0.56,0.2,17,automatic,nc,nc
2023-06-16T02:30:53.110Z,38.8143333,-122.8143333,3.01,1.22,md,42,48,0.009641,0.05,nc,nc73901601,2023-06-16T18:28:18.338Z,"6km NW of The Geysers, CA",earthquake,0.16,0.29,0.16,35,reviewed,nc,nc
2023-06-16T02:29:55.360Z,58.1683333333333,-155.396666666667,2.63,-0.06,ml,5,268,,0.05,av,av91926981,2023-06-16T06:36:25.020Z,"Alaska Peninsula",earthquake,0.69,0.49,0.256235995380843,5,reviewed,av,av
2023-06-16T02:23:41.300Z,58.18,-155.3245,3.78,0.55,ml,7,202,,0.05,av,av91926976,2023-06-16T06:43:10.170Z,"85 km NW of Karluk, Alaska",earthquake,0.38,0.76,0.299686223516547,7,reviewed,av,av
2023-06-16T02:22:49.960Z,18.8923333333333,-67.366,56.18,3.01,md,11,286,0.4867,0.25,pr,pr71413588,2023-06-16T03:11:48.520Z,"52 km NNW of San Antonio, Puerto Rico",earthquake,1.24,2.27,0.142789459840222,5,reviewed,pr,pr
2023-06-16T02:08:05.680Z,46.22116666666667,-119.59766666666667,7.05,1.27,ml,14,213,0.0625,0.08,uw,uw61933541,2023-06-16T04:31:51.610Z,"9 km WSW of Benton City, Washington",earthquake,0.5,0.21,0.09553815879660887,10,reviewed,uw,uw
2023-06-16T02:05:41.180Z,35.967,-117.6835,4.23,1.07,ml,18,61,0.1028,0.12,ci,ci40486976,2023-06-16T17:39:02.013Z,"20km E of Little Lake, CA",earthquake,0.24,0.5,0.052,4,reviewed,ci,ci
2023-06-16T02:03:44.760Z,15.987,-96.2771,36.286,4.8,mb,70,172,2.695,1.1,us,us7000k8uk,2023-06-16T15:21:17.454Z,"near the coast of Oaxaca, Mexico",earthquake,9.25,8.709,0.029,373,reviewed,us,us
2023-06-16T01:57:09.241Z,55.6866,162.8089,35,4.2,mb,23,114,3.611,0.82,us,us7000k8um,2023-06-16T03:39:25.040Z,"63 km SSE of Ust’-Kamchatsk Staryy, Russia",earthquake,10.15,1.945,0.136,15,reviewed,us,us
2023-06-16T01:54:19.720Z,19.1488342285156,-155.369338989258,28.9899997711182,2.27,ml,50,182,,0.129999995,hv,hv73452337,2023-06-16T03:15:51.040Z,"Island of Hawaii, Hawaii",earthquake,0.59,0.819999993,4.29,7,automatic,hv,hv
2023-06-16T01:24:39.140Z,33.9158333,-116.6926667,15.87,0.62,ml,24,54,0.07606,0.09,ci,ci40486952,2023-06-16T17:34:55.256Z,"9km E of Cabazon, CA",earthquake,0.16,0.48,0.127,14,reviewed,ci,ci
2023-06-16T01:18:47.970Z,19.1611671447754,-155.470504760742,32.1699981689453,2.53,ml,48,100,,0.129999995,hv,hv73452307,2023-06-16T01:40:32.040Z,"4 km S of Pāhala, Hawaii",earthquake,0.53,0.839999974,2.72,20,automatic,hv,hv
2023-06-16T01:17:07.320Z,44.968833333333336,-117.96433333333333,-0.96,1.6,ml,5,192,0.482,0.42,uw,uw61933536,2023-06-16T04:50:52.680Z,"6 km NNW of Haines, Oregon",explosion,1.79,31.61,0.029478155804650186,3,reviewed,uw,uw
2023-06-16T01:12:20.960Z,65.1787,-149.068,10.1,2.6,ml,,,,0.56,ak,ak0237o7f04x,2023-06-16T01:34:04.040Z,"northern Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-16T01:10:38.000Z,37.6378333,-119.0478333,-0.48,0.7,md,14,212,0.01569,0.05,nc,nc73901596,2023-06-16T04:36:12.293Z,"6km W of Mammoth Lakes, CA",earthquake,0.43,0.28,0.393,14,reviewed,nc,nc
2023-06-16T01:01:22.980Z,18.5756666666667,-65.4398333333333,114.29,3.43,md,20,203,0.3057,0.36,pr,pr71413558,2023-06-16T01:29:06.770Z,"33 km NNW of Culebra, Puerto Rico",earthquake,3.2,1.24,0.059358599730142,7,reviewed,pr,pr
2023-06-16T00:59:57.734Z,63.4871,-151.7056,13,1.6,ml,,,,0.73,ak,ak0237o73q65,2023-06-16T01:01:40.548Z,"6 km S of Denali National Park, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-16T00:55:13.344Z,-23.7842,-175.5214,10,4.8,mb,43,121,2.619,0.75,us,us7000k8uf,2023-06-16T01:27:02.040Z,"276 km SSW of ‘Ohonua, Tonga",earthquake,3.88,1.829,0.103,29,reviewed,us,us
2023-06-16T00:50:10.910Z,37.1458333,-121.156,5.78,2.15,md,52,52,0.07736,0.19,nc,nc73901591,2023-06-16T10:57:14.596Z,"19km SW of Gustine, CA",earthquake,0.2,0.71,0.13,60,reviewed,nc,nc
2023-06-16T00:47:44.870Z,58.182,-155.284333333333,3.83,0.79,ml,6,232,,0.05,av,av91926941,2023-06-16T06:29:35.760Z,"84 km NW of Karluk, Alaska",earthquake,0.52,0.97,0.462490800999693,6,reviewed,av,av
2023-06-16T00:41:40.510Z,38.784832,-122.6999969,1.68,1.16,md,9,154,0.01664,0.03,nc,nc73901586,2023-06-16T03:50:13.106Z,"1km NNW of Anderson Springs, CA",earthquake,0.71,1.17,0.18,9,automatic,nc,nc
2023-06-16T00:40:42.110Z,19.1784992218018,-155.482666015625,35.3199996948242,2.58,ml,53,77,,0.100000001,hv,hv73452262,2023-06-16T00:53:21.040Z,"2 km S of Pāhala, Hawaii",earthquake,0.47,0.699999988,2.88,25,automatic,hv,hv
2023-06-16T00:21:14.180Z,61.3051,-146.7957,23.5,1.9,ml,,,,0.47,ak,ak0237o6vhlm,2023-06-16T00:22:47.963Z,"30 km NW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-16T00:21:11.880Z,33.3921667,-116.8885,14.67,0.34,ml,17,113,0.04412,0.12,ci,ci40486928,2023-06-16T00:59:18.554Z,"5km NNW of Palomar Observatory, CA",earthquake,0.33,0.66,0.08,6,reviewed,ci,ci
2023-06-16T00:10:35.480Z,19.3438339233398,-155.123168945312,1.55999994277954,1.70000005,md,36,112,,0.230000004,hv,hv73452237,2023-06-16T00:13:39.350Z,"Island of Hawaii, Hawaii",earthquake,0.46,0.649999976,0.569999993,15,automatic,hv,hv
2023-06-15T23:27:50.106Z,31.94501103,-103.3461734,7.905419922,2.5,ml,12,88,0.03069787557,0.1,tx,tx2023lrgm,2023-06-16T11:20:25.583Z,"23 km SW of Jal, New Mexico",earthquake,1.942424365,1.611542561,0.1,15,reviewed,tx,tx
2023-06-15T23:26:35.840Z,38.806,-122.7826667,2.25,1.84,md,57,34,0.007412,0.06,nc,nc73901576,2023-06-16T17:34:13.991Z,"4km NW of The Geysers, CA",earthquake,0.14,0.21,0.181,46,reviewed,nc,nc
2023-06-15T23:18:22.460Z,44.741,-112.714666666667,5.42,0.71,ml,6,115,0.129,0.06,mb,mb90018488,2023-06-16T16:38:09.870Z,"Idaho-Montana border region",earthquake,0.53,1.51,0.161368595150958,8,reviewed,mb,mb
2023-06-15T23:10:41.740Z,33.6348333,-116.6908333,13.67,0.63,ml,22,61,0.03683,0.09,ci,ci40486904,2023-06-16T01:05:49.029Z,"9km N of Anza, CA",earthquake,0.26,0.36,0.119,10,reviewed,ci,ci
2023-06-15T22:58:16.380Z,38.8334999,-122.8138351,1.18,0.89,md,17,69,0.01051,0.05,nc,nc73901571,2023-06-16T00:14:13.557Z,"8km W of Cobb, CA",earthquake,0.24,0.52,0.24,16,automatic,nc,nc
2023-06-15T22:55:03.400Z,38.8263321,-122.8553314,1.64,0.77,md,8,210,0.01975,0.02,nc,nc73901561,2023-06-15T23:51:13.428Z,"10km WNW of The Geysers, CA",earthquake,0.47,0.92,0.2,9,automatic,nc,nc
2023-06-15T22:51:58.330Z,38.8153343,-122.8205032,3.07,0.73,md,14,59,0.009361,0.07,nc,nc73901556,2023-06-15T23:40:12.373Z,"7km NW of The Geysers, CA",earthquake,0.38,1.1,0.38,16,automatic,nc,nc
2023-06-15T22:45:48.020Z,38.8003349,-122.7723312,3.34,0.77,md,9,118,0.01412,0.01,nc,nc73901546,2023-06-15T23:13:13.227Z,"3km NNW of The Geysers, CA",earthquake,0.78,1.66,0.05,8,automatic,nc,nc
2023-06-15T22:43:05.420Z,47.54683333333333,-122.33433333333333,30.53,1.92,ml,45,25,0.03077,0.37,uw,uw61933521,2023-06-16T17:49:46.480Z,"3 km NNE of White Center, Washington",earthquake,0.45,0.75,0.2715294688654546,28,reviewed,uw,uw
2023-06-15T22:42:57.260Z,38.8003349,-122.7693329,3.12,0.75,md,15,96,0.01566,0.02,nc,nc73901541,2023-06-15T23:04:13.165Z,"3km NNW of The Geysers, CA",earthquake,0.3,0.7,0.08,14,automatic,nc,nc
2023-06-15T22:25:20.240Z,33.9958333,-116.8376667,18.46,0.71,ml,17,141,0.04641,0.12,ci,ci40486888,2023-06-16T01:19:29.858Z,"9km NNE of Banning, CA",earthquake,0.28,0.53,0.117,11,reviewed,ci,ci
2023-06-15T22:21:44.516Z,62.7698,-150.4792,77,1.5,ml,,,,0.46,ak,ak0237mwfqr7,2023-06-15T22:24:05.197Z,"33 km NNE of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-06-15T22:18:36.460Z,38.7735,-122.7203333,1.36,1.37,md,38,43,0.01241,0.05,nc,nc73901531,2023-06-16T02:25:13.418Z,"2km W of Anderson Springs, CA",earthquake,0.17,0.24,0.158,31,reviewed,nc,nc
2023-06-15T22:16:36.867Z,62.1132,-147.7322,32,1.7,ml,,,,0.86,ak,ak0237mwenl2,2023-06-15T22:18:22.713Z,"34 km N of Glacier View, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-15T22:08:21.459Z,31.67570812,-104.4277513,6.568603515999999,2.4,ml,20,55,0.01987908331,0.2,tx,tx2023lrdw,2023-06-16T10:57:32.510Z,"western Texas",earthquake,1.2425180380000003,1.261399966,0.1,20,reviewed,tx,tx
2023-06-15T22:02:50.378Z,34.7377,23.2862,10,4.1,mb,43,185,1.426,0.71,us,us7000k8t3,2023-06-15T22:30:29.040Z,"65 km SSW of Palaióchora, Greece",earthquake,7.14,1.934,0.104,25,reviewed,us,us
2023-06-15T22:02:00.640Z,38.8403333,-122.8246667,1.94,0.47,md,26,68,0.008628,0.02,nc,nc73901526,2023-06-15T23:28:12.306Z,"9km WNW of Cobb, CA",earthquake,0.18,0.39,0.141,25,reviewed,nc,nc
2023-06-15T21:46:07.820Z,38.8278351,-122.7986679,1.94,0.77,md,7,140,0.0124,0,nc,nc73901521,2023-06-15T22:14:11.849Z,"7km W of Cobb, CA",earthquake,0.44,1.48,0.18,10,automatic,nc,nc
2023-06-15T21:36:06.150Z,19.173999786377,-155.48649597168,32.8699989318848,2.27999997,md,39,94,,0.100000001,hv,hv73452157,2023-06-15T21:41:38.020Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.61,1.03999996,0.319999993,21,automatic,hv,hv
2023-06-15T21:34:47.332Z,38.7489,-118.5338,16.6,1.6,ml,9,87.64,0.451,0.1715,nn,nn00861275,2023-06-16T16:28:50.365Z,"22 km ENE of Walker Lake, Nevada",earthquake,,1.5,0.3,6,reviewed,nn,nn
2023-06-15T21:20:28.520Z,53.4231666666667,-168.239833333333,3.34,1.13,ml,6,280,,0.23,av,av91107638,2023-06-16T20:21:26.950Z,"68 km NE of Nikolski, Alaska",earthquake,1.16,0.9,0.299592509625501,6,reviewed,av,av
2023-06-15T21:07:34.955Z,61.4874,-149.9052,32,1.9,ml,,,,0.54,ak,ak0237mvradz,2023-06-15T21:09:35.316Z,"4 km SE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-15T20:53:52.020Z,37.7905,-122.1888333,9.22,0.97,md,17,82,0.01337,0.06,nc,nc73901516,2023-06-16T06:54:12.122Z,"4km E of Oakland, CA",earthquake,0.23,0.5,0.278,13,reviewed,nc,nc
2023-06-15T20:41:36.505Z,2.8577,122.5893,532.394,4.1,mb,44,121,3.878,0.71,us,us7000k8sj,2023-06-16T14:14:11.040Z,"Celebes Sea",earthquake,12.84,11.086,0.094,31,reviewed,us,us
2023-06-15T20:34:17.510Z,36.8855,-121.611,2.45,1.47,md,27,58,0.0153,0.15,nc,nc73901511,2023-06-17T05:33:16.224Z,"3km E of Aromas, CA",earthquake,0.31,0.53,0.271,22,reviewed,nc,nc
2023-06-15T20:32:27.400Z,17.9538333333333,-66.9656666666667,14.95,2.49,md,4,216,0.08491,0.05,pr,pr71413548,2023-06-15T21:39:38.820Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.75,0.68,0.222469677803152,3,reviewed,pr,pr
2023-06-15T20:28:53.043Z,36.9991,-116.4089,3.6,0.6,ml,16,97.09,0.003,0.1197,nn,nn00861274,2023-06-16T16:22:32.891Z,"32 km ENE of Beatty, Nevada",earthquake,,1,0.27,7,reviewed,nn,nn
2023-06-15T20:20:58.120Z,19.354,-63.9545,33,3.69,md,10,301,1.4167,0.27,pr,pr2023166001,2023-06-16T14:27:15.040Z,"Leeward Islands",earthquake,1.87,18.01,0.15,4,reviewed,pr,pr
2023-06-15T20:17:50.630Z,46.90716666666667,-121.8755,10.98,0.38,ml,20,126,0.04192,0.1,uw,uw61933501,2023-06-15T22:18:38.000Z,"Washington",earthquake,0.29,0.59,0.18017228741839036,7,reviewed,uw,uw
2023-06-15T20:17:19.112Z,61.9017,-148.4218,15,1.4,ml,,,,0.74,ak,ak0237mv7ypz,2023-06-15T20:19:55.258Z,"11 km N of Chickaloon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-15T20:06:45.413Z,61.1854,-147.171,10.4,1.4,ml,,,,0.38,ak,ak0237mv5nuj,2023-06-15T20:09:02.933Z,"Southern Alaska",earthquake,,2.8,,,automatic,ak,ak
2023-06-15T20:00:19.910Z,45.788833333333336,-123.03,-0.45,1.95,ml,6,179,0.1651,0.07,uw,uw61933496,2023-06-15T22:08:25.210Z,"12 km WNW of Scappoose, Oregon",explosion,0.76,31.61,0.1631973929543178,6,reviewed,uw,uw
2023-06-15T19:58:02.128Z,60.3451,-152.3619,82,1.7,ml,,,,0.38,ak,ak0237muva5w,2023-06-15T19:59:28.714Z,"50 km NW of Ninilchik, Alaska",earthquake,,1.3,,,automatic,ak,ak
2023-06-15T19:39:55.997Z,62.7632,-148.467,53.6,1.9,ml,,,,1.01,ak,ak0237murbo1,2023-06-15T19:42:42.635Z,"74 km SSE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-15T19:35:42.550Z,34.0123333,-116.962,12.84,1.18,ml,40,65,0.08386,0.14,ci,ci40486816,2023-06-15T21:00:40.584Z,"8km ESE of Yucaipa, CA",earthquake,0.18,0.55,0.115,25,reviewed,ci,ci
2023-06-15T19:26:02.560Z,38.8208333,-122.822,2.4,0.35,md,24,61,0.009661,0.08,nc,nc73901506,2023-06-15T22:01:12.886Z,"8km NW of The Geysers, CA",earthquake,0.23,0.37,0.173,23,reviewed,nc,nc
2023-06-15T19:20:32.100Z,38.7825012,-122.757164,1.54,0.76,md,11,70,0.01354,0.02,nc,nc73901501,2023-06-15T19:23:11.389Z,"1km N of The Geysers, CA",earthquake,0.32,0.79,0.11,10,automatic,nc,nc
2023-06-15T19:18:45.290Z,38.783165,-122.757164,1.39,1.07,md,13,70,0.01412,0.03,nc,nc73901496,2023-06-15T19:21:26.283Z,"1km N of The Geysers, CA",earthquake,0.28,0.59,0.08,11,automatic,nc,nc
