time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-06-14T22:38:46.693Z,31.36238202,-103.6651269,7.905419922,1.6,ml,19,33,0.1099441331,0.2,tx,tx2023lpjj,2023-06-16T12:05:48.775Z,"12 km W of Lindsay, Texas",earthquake,1.045218588,1.889650724,0.1,15,reviewed,tx,tx
2023-06-14T22:27:42.300Z,46.223166666666664,-119.599,6.83,1.11,ml,14,211,0.06189,0.07,uw,uw61933351,2023-06-16T05:00:12.450Z,"9 km WSW of Benton City, Washington",earthquake,0.5,0.21,0.10723317747313721,9,reviewed,uw,uw
2023-06-14T22:22:48.220Z,35.8396667,-121.5566667,4.47,1.53,md,22,209,0.1715,0.17,nc,nc73901186,2023-06-15T22:28:11.935Z,"20km S of Lopez Point, CA",earthquake,0.47,1.69,0.166,21,reviewed,nc,nc
2023-06-14T22:18:50.400Z,46.222,-119.60466666666667,7.21,0.54,ml,9,233,0.05782,0.04,uw,uw61933341,2023-06-16T04:56:55.430Z,"Washington",earthquake,1,0.21,0.028960878850889105,5,reviewed,uw,uw
2023-06-14T22:14:53.190Z,46.218666666666664,-119.59716666666667,7.01,0.65,ml,8,238,0.06255,0.05,uw,uw61933326,2023-06-15T22:38:18.410Z,"Washington",earthquake,1.24,0.35,0.15934805432893606,6,reviewed,uw,uw
2023-06-14T21:53:20.727Z,53.6343,-165.4905,62.9,1.2,ml,,,,0.3,ak,ak0237l8hrqg,2023-06-18T06:49:51.229Z,"58 km SSE of Akutan, Alaska",earthquake,,2.7,,,reviewed,ak,ak
2023-06-14T21:40:14.404Z,12.0545,-86.7724,91.148,4.8,mb,64,136,0.521,0.85,us,us7000k8iy,2023-06-16T02:02:14.304Z,"30 km WNW of Villa El Carmen, Nicaragua",earthquake,5.84,5.204,0.03,348,reviewed,us,us
2023-06-14T21:34:39.377Z,63.7453,-149.5555,115,1.1,ml,,,,0.28,ak,ak0237l8dqkh,2023-06-18T06:49:51.037Z,"31 km WSW of Healy, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-14T21:16:08.690Z,33.5135,-116.7598333,10.97,0.24,ml,16,93,0.04183,0.08,ci,ci40485976,2023-06-14T22:28:06.973Z,"9km WSW of Anza, CA",earthquake,0.23,0.44,0.146,7,reviewed,ci,ci
2023-06-14T21:05:46.060Z,37.4446667,-118.6596667,3.02,1.13,md,7,117,0.1193,0.03,nc,nc73901176,2023-06-15T21:33:14.621Z,"6km WNW of Round Valley, CA",earthquake,0.96,31.61,0.281,8,reviewed,nc,nc
2023-06-14T21:04:32.060Z,33.7043333,-117.3371667,-0.53,1.61,ml,36,58,0.03079,0.23,ci,ci40485960,2023-06-14T22:24:13.446Z,"4km NNW of Lake Elsinore, CA",quarry blast,0.3,31.61,0.145,24,reviewed,ci,ci
2023-06-14T20:29:41.340Z,37.1418333,-121.1641667,6.46,1.55,md,24,53,0.08106,0.18,nc,nc73901171,2023-06-15T07:30:12.500Z,"20km SW of Gustine, CA",earthquake,0.42,1.23,0.167,19,reviewed,nc,nc
2023-06-14T20:24:59.750Z,62.8298,-151.5787,2.8,0.9,ml,,,,0.39,ak,ak0237l7q7c1,2023-06-18T06:49:47.689Z,"55 km NW of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-14T20:21:09.262Z,57.1348,-155.8146,5.6,2,ml,,,,0.58,ak,ak0237l7pgft,2023-06-18T06:49:47.486Z,"95 km WSW of Karluk, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-14T20:18:29.004Z,67.2197,-143.2057,11,1.5,ml,,,,0.31,ak,ak0237l7ouz7,2023-06-18T06:49:47.300Z,"66 km NNE of Chalkyitsik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-06-14T20:18:14.066Z,59.8162,-152.6861,92.7,1.7,ml,,,,0.53,ak,ak0237l7oudp,2023-06-18T06:49:47.052Z,"Southern Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-14T20:11:45.716Z,61.7593,-150.038,37,1.4,ml,,,,0.55,ak,ak0237l7ndvd,2023-06-18T06:49:46.833Z,"1 km N of Willow, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-14T20:06:27.730Z,62.6702,-149.4557,66.3,1,ml,,,,0.4,ak,ak0237l7ma0l,2023-06-18T06:49:50.836Z,"41 km NE of Chase, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-14T19:59:01.840Z,33.6435,-116.75,12.6,0.2,ml,10,122,0.05105,0.07,ci,ci40485920,2023-06-14T22:45:16.242Z,"11km SSW of Idyllwild, CA",earthquake,0.29,0.52,0.142,3,reviewed,ci,ci
2023-06-14T19:38:16.030Z,45.8061666666667,-113.7535,5.01,1.03,ml,9,189,0.5615,0.18,mb,mb90018308,2023-06-14T22:13:23.050Z,"Idaho-Montana border region",earthquake,1.42,12.76,0.0548938987876355,6,reviewed,mb,mb
2023-06-14T19:36:28.506Z,-20.4037,-178.1496,564.036,4.4,mb,18,79,2.86,0.63,us,us7000k8hf,2023-06-14T20:17:54.040Z,"Fiji region",earthquake,15.97,9.692,0.148,13,reviewed,us,us
2023-06-14T19:36:16.490Z,38.8388329,-122.8233337,1.86,0.68,md,13,88,0.009494,0.01,nc,nc73901166,2023-06-14T20:09:16.584Z,"9km WNW of Cobb, CA",earthquake,0.28,0.66,0.45,13,automatic,nc,nc
2023-06-14T19:34:31.457Z,61.5517,-151.6111,1.8,1.7,ml,,,,0.48,ak,ak0237l76uqp,2023-06-18T06:49:46.604Z,"Southern Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-14T19:23:08.795Z,31.64324205,-103.9799828,7.005639647999999,1.7,ml,14,56,0.03986819981,0.1,tx,tx2023lpcw,2023-06-15T17:56:32.200Z,"36 km W of Mentone, Texas",earthquake,1.504643655,1.215932636,0.1,7,reviewed,tx,tx
2023-06-14T19:20:16.542Z,51.1312,179.1027,20.3,2.6,ml,,,,0.24,ak,ak0237l73sr4,2023-06-18T06:49:46.415Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-14T19:07:14.043Z,52.586,157.2414,188.36,4.2,mb,44,165,0.592,0.67,us,us7000k8h6,2023-06-14T20:12:45.040Z,"80 km WSW of Paratunka, Russia",earthquake,11.07,5.836,0.092,33,reviewed,us,us
2023-06-14T19:01:00.942Z,31.95696747,-103.3504654,7.288427734,2.9,ml,27,78,0.03151553527,0.2,tx,tx2023lpcd,2023-06-16T21:44:35.753Z,"22 km SW of Jal, New Mexico",earthquake,1.346907562,1.113995601,0.1,14,reviewed,tx,tx
2023-06-14T18:59:49.450Z,34.992,-118.1891667,-0.91,1.23,ml,18,57,0.1175,0.27,ci,ci40485864,2023-06-14T22:33:15.081Z,"7km SSW of Mojave, CA",quarry blast,0.55,31.61,0.135,24,reviewed,ci,ci
2023-06-14T18:56:38.261Z,51.6235,178.7473,61.6,2,ml,,,,0.27,ak,ak0237l6q5f6,2023-06-18T06:49:50.655Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-14T18:54:03.702Z,32.35656738,-101.6894531,7.776611328000001,1.8,ml,31,57,0.04428329182,0.2,tx,tx2023lpbz,2023-06-15T18:17:25.225Z,"19 km S of Ackerly, Texas",earthquake,0.8124450879,0.7489140347,0,6,reviewed,tx,tx
2023-06-14T18:54:00.135Z,52.5359,-169.4677,23.6,1.5,ml,,,,0.4,ak,ak0237l6pn1p,2023-06-18T06:49:50.471Z,"60 km SW of Nikolski, Alaska",earthquake,,3.1,,,reviewed,ak,ak
2023-06-14T18:48:27.228Z,50.31,179.0633,25,3.2,ml,,,,0.56,ak,ak0237l6oeyz,2023-06-18T06:49:46.190Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,2.5,,,reviewed,ak,ak
2023-06-14T18:41:20.372Z,52.7266,-163.8873,13.8,2,ml,,,,0.39,ak,ak0237l6mwat,2023-06-18T06:49:50.262Z,"200 km SE of Akutan, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2023-06-14T18:33:30.930Z,34.0345,-116.3251667,9.73,1.2,ml,32,47,0.06401,0.12,ci,ci40485832,2023-06-14T22:01:52.100Z,"11km S of Joshua Tree, CA",earthquake,0.16,0.35,0.117,23,reviewed,ci,ci
2023-06-14T18:30:45.657Z,65.2477,-152.1754,9.8,1.8,ml,,,,0.44,ak,ak0237l6klf0,2023-06-18T06:49:45.975Z,"9 km NNW of Tanana, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-06-14T18:27:37.580Z,36.5421667,-121.1298333,3.67,1.63,md,21,116,0.01599,0.07,nc,nc73901161,2023-06-14T23:42:17.780Z,"2km NE of Pinnacles, CA",earthquake,0.2,0.32,0.197,21,reviewed,nc,nc
2023-06-14T18:25:50.170Z,36.5495,-121.1291667,3.31,1.35,md,18,122,0.02194,0.11,nc,nc73901156,2023-06-14T21:53:19.159Z,"2km NNE of Pinnacles, CA",earthquake,0.33,0.46,0.105,14,reviewed,nc,nc
2023-06-14T18:25:47.424Z,61.3525,-147.9722,13.9,0.8,ml,,,,0.54,ak,ak0237l6jivr,2023-06-18T06:49:45.787Z,"51 km ESE of Knik River, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-14T18:24:16.550Z,38.7801666,-122.7668304,1.3,1,md,9,113,0.00947,0.02,nc,nc73901151,2023-06-14T18:51:16.099Z,"1km WNW of The Geysers, CA",earthquake,0.37,0.8,0.13,10,automatic,nc,nc
2023-06-14T18:09:07.606Z,2.3127,127.4711,95.435,4.5,mb,18,146,1.534,1.13,us,us7000k8gx,2023-06-14T19:35:08.040Z,"Molucca Sea",earthquake,13.09,11.11,0.139,15,reviewed,us,us
2023-06-14T18:09:00.710Z,46.206833333333336,-119.60466666666667,8.41,0.56,ml,7,250,0.05733,0.05,uw,uw61933226,2023-06-15T22:34:07.140Z,"10 km SW of Benton City, Washington",earthquake,1.05,1.49,0.0629542554715023,5,reviewed,uw,uw
2023-06-14T18:06:50.730Z,36.891,-121.6178333,-0.12,1.52,md,21,70,0.02174,0.11,nc,nc73901146,2023-06-15T04:58:24.398Z,"2km E of Aromas, CA",quarry blast,0.23,31.61,0.217,22,reviewed,nc,nc
2023-06-14T17:57:51.680Z,35.7946667,-117.5921667,6.45,1.35,ml,24,62,0.1411,0.11,ci,ci40485808,2023-06-14T21:56:43.090Z,"17km W of Searles Valley, CA",earthquake,0.18,0.66,0.151,12,reviewed,ci,ci
2023-06-14T17:56:30.700Z,32.7101667,-115.5423333,9.71,2.13,ml,42,63,0.06082,0.22,ci,ci40485800,2023-06-14T21:52:49.550Z,"3km SSW of Heber, CA",earthquake,0.26,0.54,0.224,27,reviewed,ci,ci
2023-06-14T17:54:58.698Z,58.1632,-155.3824,5.9,1.2,ml,,,,0.31,ak,ak0237l64bw9,2023-06-18T06:49:45.590Z,"86 km NW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-14T17:45:56.793Z,57.9139,-137.8306,13.6,2.4,ml,,,,0.33,ak,ak0237l62edb,2023-06-18T06:49:50.055Z,"93 km WSW of Elfin Cove, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2023-06-14T17:30:11.120Z,40.5226667,-124.406,18.46,1.88,md,23,214,0.07031,0.07,nc,nc73901131,2023-06-17T02:52:14.391Z,"13km WSW of Ferndale, CA",earthquake,0.79,0.32,0.063,13,reviewed,nc,nc
2023-06-14T17:29:12.960Z,44.7001667,-110.6793333,6.59,0.77,md,9,81,0.01265,0.04,uu,uu60542181,2023-06-14T19:34:23.830Z,"30 km S of Mammoth, Wyoming",earthquake,0.47,0.42,0.022,3,reviewed,uu,uu
2023-06-14T17:28:50.350Z,34.577,-118.0271667,9.05,1.06,ml,23,39,0.04987,0.09,ci,ci40485760,2023-06-14T21:37:21.019Z,"7km E of Palmdale, CA",earthquake,0.15,0.36,0.174,14,reviewed,ci,ci
2023-06-14T17:27:24.375Z,37.1367,-115.6383,0,1.1,ml,29,148.89,0.251,0.1112,nn,nn00861218,2023-06-14T21:35:40.287Z,"49 km WSW of Alamo, Nevada",earthquake,,0,0.33,15,reviewed,nn,nn
2023-06-14T17:22:22.016Z,58.2623,-155.122,3.1,1.1,ml,,,,0.49,ak,ak0237l5xe29,2023-06-18T06:49:45.396Z,"86 km NNW of Karluk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-06-14T17:21:19.900Z,33.9561667,-117.1113333,16.12,0.98,ml,29,75,0.07911,0.15,ci,ci40485736,2023-06-14T20:13:42.726Z,"6km WSW of Calimesa, CA",earthquake,0.2,0.59,0.136,19,reviewed,ci,ci
2023-06-14T17:21:17.490Z,38.8256683,-122.7961655,2.5,1.1,md,22,55,0.0111,0.02,nc,nc73901126,2023-06-14T19:37:16.415Z,"6km W of Cobb, CA",earthquake,0.21,0.5,0.19,24,automatic,nc,nc
2023-06-14T17:08:42.922Z,58.2037,-155.2996,3.5,0.9,ml,,,,0.47,ak,ak0237l5ufqq,2023-06-18T06:49:44.981Z,"86 km NW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-14T17:03:37.939Z,57.8827,-137.7636,19.9,2.7,ml,,,,0.62,ak,ak0237l5tcp9,2023-06-18T06:49:45.181Z,"90 km WSW of Elfin Cove, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2023-06-14T16:59:00.700Z,32.6798333,-115.916,10.45,1.12,ml,20,83,0.03265,0.16,ci,ci40485712,2023-06-14T19:43:54.223Z,"10km SE of Ocotillo, CA",earthquake,0.28,0.43,0.11,17,reviewed,ci,ci
2023-06-14T16:58:09.599Z,57.8742,-154.0936,43.8,1.8,ml,,,,0.39,ak,ak0237l5jncj,2023-06-18T06:49:44.772Z,"37 km N of Larsen Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-14T16:57:51.920Z,47.084833333333336,-122.1055,13.13,0.6900000000000001,ml,15,188,0.09917,0.25,uw,uw61933201,2023-06-15T18:55:49.800Z,"0 km NNW of Crocker, Washington",earthquake,0.82,1.12,0.057862836456958,2,reviewed,uw,uw
2023-06-14T16:53:52.492Z,-29.0312,-176.6069,13.745,5.5,mww,70,59,1.172,0.9,us,us7000k8gg,2023-06-15T16:57:43.500Z,"Kermadec Islands region",earthquake,6.62,4.173,0.08,15,reviewed,us,us
2023-06-14T16:50:32.098Z,24.8795,122.55,22.189,4.3,mb,21,79,0.587,0.74,us,us7000k8gf,2023-06-16T01:30:34.040Z,"64 km NW of Yonakuni, Japan",earthquake,3.34,7.731,0.237,5,reviewed,us,us
2023-06-14T16:49:29.818Z,62.3429,-151.1504,72.7,1.1,ml,,,,0.41,ak,ak0237l5hplf,2023-06-18T06:49:44.559Z,"26 km SW of Petersville, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-06-14T16:44:04.563Z,61.7253,-150.1465,38.7,1.1,ml,,,,0.51,ak,ak0237l5gn0o,2023-06-18T06:49:49.840Z,"6 km WSW of Willow, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-06-14T16:43:39.514Z,61.4702,-149.4133,23.5,0.9,ml,,,,0.63,ak,ak0237l5ghvf,2023-06-18T06:49:44.370Z,"Southern Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-06-14T16:40:28.936Z,61.4546,-149.3459,10.7,1.1,ml,,,,0.8,ak,ak0237l5ftyc,2023-06-18T06:49:44.178Z,"14 km SSW of Gateway, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-06-14T16:31:42.214Z,62.158,-152.0876,103.5,1,ml,,,,0.2,ak,ak0237l5dxm5,2023-06-18T06:49:49.456Z,"40 km WNW of Skwentna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-14T16:30:38.208Z,53.9117,-161.749,23.2,1.9,ml,,,,0.32,ak,ak0237l5dpl8,2023-06-18T06:49:49.644Z,"133 km SSE of King Cove, Alaska",earthquake,,9.1,,,reviewed,ak,ak
2023-06-14T16:30:07.415Z,51.2149,-178.7375,39.2,1.9,ml,,,,0.54,ak,ak0237l5dn7p,2023-06-18T06:49:49.264Z,"163 km WSW of Adak, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2023-06-14T16:16:55.330Z,37.5485,-118.8805,5.45,0.85,md,17,254,0.05819,0.02,nc,nc73901116,2023-06-14T23:18:13.646Z,"13km SE of Mammoth Lakes, CA",earthquake,0.77,1.29,0.104,15,reviewed,nc,nc
2023-06-14T16:07:21.247Z,53.8608,-166.8918,4.9,1,ml,,,,0.49,ak,ak0237l58qwy,2023-06-18T06:49:43.993Z,"23 km W of Dutch Harbor, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-14T16:02:51.290Z,46.214333333333336,-119.59416666666667,7.37,0.62,ml,9,222,0.06436,0.08,uw,uw61933156,2023-06-15T18:34:43.160Z,"9 km WSW of Benton City, Washington",earthquake,0.86,0.24,0.0628686901458338,4,reviewed,uw,uw
2023-06-14T15:59:46.950Z,46.22,-119.60033333333334,6.85,0.34,ml,7,213,0.06051,0.08,uw,uw61502663,2023-06-15T18:22:34.690Z,"9 km WSW of Benton City, Washington",earthquake,0.77,0.28,0.03214654283875035,4,reviewed,uw,uw
2023-06-14T15:58:14.590Z,46.23883333333333,-119.62783333333333,6.97,0.19,md,7,177,0.04868,0.1,uw,uw61933146,2023-06-15T18:19:58.860Z,"11 km WSW of Benton City, Washington",earthquake,0.62,0.8,0.028469338009113554,6,reviewed,uw,uw
2023-06-14T15:51:17.650Z,46.246,-119.544,8.46,0.52,ml,7,206,0.08682,0.08,uw,uw61933141,2023-06-15T18:08:15.620Z,"4 km WSW of Benton City, Washington",earthquake,0.48,1.1,0.04603176301290446,5,reviewed,uw,uw
2023-06-14T15:40:14.260Z,38.8320007,-122.815834,1.96,1.09,md,19,52,0.0097,0.05,nc,nc73901106,2023-06-14T15:59:26.010Z,"8km NW of The Geysers, CA",earthquake,0.24,0.47,0.19,21,automatic,nc,nc
2023-06-14T15:33:16.330Z,38.117,-112.817,4.27,0.91,md,12,120,0.1429,0.1,uu,uu60542171,2023-06-14T15:41:28.490Z,"14 km SE of Minersville, Utah",earthquake,0.6,5.46,0.326,6,reviewed,uu,uu
2023-06-14T15:31:51.212Z,61.2621,-149.9715,39.8,2.8,ml,,,,0.72,ak,ak0237l4simt,2023-06-18T09:32:16.816Z,"6 km NW of Anchorage, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-14T15:30:45.566Z,61.0881,-148.7379,14.7,1.7,ml,,,,0.77,ak,ak0237l4sahe,2023-06-18T09:28:59.002Z,"Southern Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-06-14T15:30:30.180Z,35.209,-118.6793333,7.57,0.79,ml,8,144,0.02334,0.11,ci,ci40485672,2023-06-14T22:42:08.407Z,"14km E of Arvin, CA",earthquake,0.44,0.65,0.195,2,reviewed,ci,ci
2023-06-14T15:29:37.743Z,-35.732,-73.5752,23.434,4.2,mb,29,198,1.06,0.78,us,us7000k8fg,2023-06-16T02:25:44.040Z,"offshore Maule, Chile",earthquake,5.44,8.91,0.305,3,reviewed,us,us
2023-06-14T15:21:44.096Z,31.6712923,-104.3644586,6.131567383,2.1,ml,29,68,0.05314812138,0.2,tx,tx2023louy,2023-06-15T16:37:06.475Z,"55 km S of Whites City, New Mexico",earthquake,0.859960364,0.8049058567000001,0.2,14,reviewed,tx,tx
2023-06-14T15:20:55.273Z,62.7939,-149.2997,74.5,1.4,ml,,,,0.61,ak,ak0237l4q653,2023-06-18T09:28:59.559Z,"56 km NE of Chase, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-14T15:19:55.300Z,19.4111671447754,-155.331832885742,3.35999989509583,1.89,ml,38,77,,0.159999996,hv,hv73450922,2023-06-14T15:25:25.940Z,"10 km WSW of Volcano, Hawaii",earthquake,0.32,0.930000007,0.53,10,automatic,hv,hv
2023-06-14T15:18:43.000Z,38.8335,-122.7901667,2.01,1.25,md,45,41,0.004904,0.03,nc,nc73901101,2023-06-14T23:06:15.583Z,"6km WNW of Cobb, CA",earthquake,0.12,0.19,0.136,37,reviewed,nc,nc
2023-06-14T15:13:01.526Z,62.5038,-151.8155,89.1,1,ml,,,,0.58,ak,ak0237l4ojzc,2023-06-18T09:29:02.698Z,"54 km W of Petersville, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-14T15:07:39.492Z,35.6705,140.6901,52.148,4.5,mb,41,143,2.189,0.91,us,us7000k8uu,2023-06-16T03:40:11.040Z,"6 km SE of Asahi, Japan",earthquake,8.15,7.879,0.104,27,reviewed,us,us
2023-06-14T15:06:42.339Z,35.6677,140.7442,49.859,4.4,mb,65,141,2.231,0.99,us,us7000k8e9,2023-06-16T03:42:21.040Z,"10 km ESE of Asahi, Japan",earthquake,7.9,7.774,0.083,42,reviewed,us,us
2023-06-14T15:06:05.129Z,64.9761,-147.3825,0,0.8,ml,,,,0.28,ak,ak0237l4n281,2023-06-18T09:28:58.818Z,"11 km E of Fox, Alaska",explosion,,0,,,reviewed,ak,ak
2023-06-14T15:00:54.067Z,61.9828,-149.5685,20.5,1.2,ml,,,,0.69,ak,ak0237l4lvnh,2023-06-18T09:28:58.580Z,"24 km SE of Susitna North, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-06-14T14:56:06.266Z,58.1774,-155.3317,4.6,1.3,ml,,,,0.32,ak,ak0237l4ccis,2023-06-18T09:28:58.396Z,"85 km NW of Karluk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-06-14T14:52:08.010Z,32.9391667,-116.287,11.54,0.76,ml,21,66,0.02065,0.19,ci,ci40485616,2023-06-14T17:58:10.789Z,"26km ENE of Pine Valley, CA",earthquake,0.31,0.74,0.14,9,reviewed,ci,ci
2023-06-14T14:49:41.280Z,32.9355,-116.2838333,10.41,2.37,ml,82,32,0.02516,0.19,ci,ci40485608,2023-06-14T19:36:08.480Z,"26km ENE of Pine Valley, CA",earthquake,0.14,0.38,0.107,25,reviewed,ci,ci
2023-06-14T14:47:59.880Z,58.1877,-155.3109,7.1,1.4,ml,,,,0.41,ak,ak0237l4amcl,2023-06-18T09:28:58.206Z,"85 km NW of Karluk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-06-14T14:41:35.196Z,58.2067,-155.3071,2.1,1.8,ml,,,,0.42,ak,ak0237l4970f,2023-06-18T09:28:58.013Z,"87 km NW of Karluk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-06-14T14:40:47.489Z,58.1395,-155.3379,6.6,1.5,ml,,,,0.55,ak,ak0237l490b2,2023-06-18T09:28:57.820Z,"82 km NW of Karluk, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-14T14:30:10.755Z,62.9161,-150.3001,84.6,1.1,ml,,,,0.49,ak,ak0237l46s9f,2023-06-18T09:29:02.498Z,"52 km NNE of Petersville, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-06-14T14:27:44.322Z,37.6218,72.3987,191.645,4.1,mb,31,74,1.912,0.52,us,us7000k8e3,2023-06-16T14:24:34.040Z,"74 km N of Khandūd, Afghanistan",earthquake,7.34,7.993,0.197,7,reviewed,us,us
2023-06-14T14:26:22.810Z,33.2701667,-116.433,5,0.85,ml,32,54,0.01341,0.17,ci,ci40485592,2023-06-14T19:12:57.711Z,"6km WNW of Borrego Springs, CA",earthquake,0.17,0.29,0.114,19,reviewed,ci,ci
2023-06-14T14:25:26.022Z,29.1757,130.4379,30.731,4.6,mb,75,106,2.326,0.68,us,us7000k8e1,2023-06-16T14:16:18.040Z,"Ryukyu Islands, Japan",earthquake,5.26,5.549,0.077,50,reviewed,us,us
2023-06-14T14:25:23.111Z,59.2231,-151.7301,58.8,1.6,ml,,,,0.33,ak,ak0237l45qlk,2023-06-18T09:28:57.608Z,"15 km SSE of Port Graham, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-06-14T14:23:05.830Z,18.0025,-66.9911666666667,8.14,2.51,md,14,126,0.06026,0.19,pr,pr71413463,2023-06-14T15:10:15.370Z,"6 km ENE of La Parguera, Puerto Rico",earthquake,0.36,1.19,0.176601771812668,10,reviewed,pr,pr
2023-06-14T14:22:58.255Z,58.2094,-155.1454,6.3,2,ml,,,,0.53,ak,ak0237l4567s,2023-06-18T09:28:57.416Z,"82 km NNW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-14T14:17:31.203Z,51.2364,-176.0399,16.1,1.5,ml,,,,0.43,ak,ak0237l441j4,2023-06-18T09:29:02.316Z,"82 km SSE of Adak, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2023-06-14T14:14:24.790Z,38.8378333,-122.8065,1.85,0.31,md,12,59,0.01263,0.02,nc,nc73901081,2023-06-15T18:48:27.768Z,"7km WNW of Cobb, CA",earthquake,0.28,0.54,0.532,11,reviewed,nc,nc
2023-06-14T14:12:22.875Z,53.0251,-167.737,53.4,1.4,ml,,,,0.33,ak,ak0237l42wl3,2023-06-18T09:28:57.219Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2023-06-14T14:06:30.610Z,38.8413315,-122.8239975,1.73,0.65,md,12,95,0.009381,0.01,nc,nc73901076,2023-06-14T16:11:19.067Z,"9km WNW of Cobb, CA",earthquake,0.32,0.81,0.38,13,automatic,nc,nc
2023-06-14T13:58:02.363Z,31.64038082,-104.4524457,6.799975586,2,ml,30,96,0.02354114744,0.2,tx,tx2023losd,2023-06-14T20:57:04.739Z,"59 km S of Whites City, New Mexico",earthquake,1.285732702,0.9153455423,0,7,reviewed,tx,tx
2023-06-14T13:55:28.770Z,37.1393333,-121.5946667,9.18,1.23,md,28,87,0.035,0.09,nc,nc73901071,2023-06-15T19:03:11.765Z,"5km E of Morgan Hill, CA",earthquake,0.27,0.44,0.148,20,reviewed,nc,nc
2023-06-14T13:53:27.227Z,51.86,-178.0437,3.7,1.8,ml,,,,0.59,ak,ak0237l3qbhb,2023-06-18T09:28:57.018Z,"97 km W of Adak, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-06-14T13:47:47.489Z,60.6472,-149.1314,9.7,1.5,ml,,,,0.55,ak,ak0237l3p2nh,2023-06-18T09:28:56.776Z,"22 km NE of Moose Pass, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-14T13:45:03.355Z,62.9672,-150.4792,93.8,1,ml,,,,0.39,ak,ak0237l3ojtr,2023-06-18T09:29:02.127Z,"54 km NNE of Petersville, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-06-14T13:37:40.590Z,33.1541667,-115.9801667,7.37,0.97,ml,29,56,0.01938,0.16,ci,ci40485536,2023-06-14T19:05:07.570Z,"14km E of Ocotillo Wells, CA",earthquake,0.2,0.51,0.152,17,reviewed,ci,ci
2023-06-14T13:29:14.224Z,62.3905,-149.0958,15,0.6,ml,,,,0.51,ak,ak0237l3l5l1,2023-06-18T09:28:56.599Z,"46 km ENE of Susitna North, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-06-14T13:08:56.520Z,33.8171667,-117.6488333,9.18,0.75,ml,13,59,0.03965,0.12,ci,ci40485512,2023-06-14T18:57:50.938Z,"10km SW of Corona, CA",earthquake,0.32,0.52,0.141,5,reviewed,ci,ci
2023-06-14T13:04:03.764Z,51.661,-176.202,58.8,1.6,ml,,,,0.37,ak,ak0237l3fri0,2023-06-18T09:29:01.933Z,"38 km SE of Adak, Alaska",earthquake,,1,,,reviewed,ak,ak
